sha,mop instr,mop project,mop monitoring,mop lock,mop violation,mop other,ps1c instr,ps1c project,ps1c monitoring,ps1c lock,ps1c violation,ps1c other,ps3cl instr,ps3cl project,ps3cl monitoring,ps3cl lock,ps3cl violation,ps3cl other,mopCache instr,mopCache project,mopCache monitoring,mopCache lock,mopCache violation,mopCache other,storeHashes instr,storeHashes project,storeHashes monitoring,storeHashes lock,storeHashes violation,storeHashes other
7075290722a9440591b23f23709ad4e18be1dafb,770,11,26,1,0,58,723,9,25,1,1,72,751,8,20,1,0,61,776,11,24,0,0,60,1,8,24,0,1,27
c101e03e91e3b8651d94b60d144ca53a22c4ba29,748,9,19,2,0,70,162,7,20,0,0,50,37,6,0,3,0,45,175,9,20,3,0,37,2,10,18,0,0,36
88654a3605325cf13724e8ef7684c3d2c4d436fe,733,8,18,0,0,64,360,8,0,0,0,44,76,5,0,4,0,40,214,8,20,3,1,38,2,9,27,0,0,68
53f9f39593ece9e1b36baff25347f4dee97ab4a4,747,9,27,0,0,57,31,5,0,2,0,37,32,5,0,3,0,29,164,8,27,3,0,39,1,11,26,0,0,45
e2f61e1ca076b3fc7b1b7b958529d782d70173b1,759,9,24,1,1,64,172,13,18,2,0,44,95,6,26,3,0,27,199,7,20,4,1,35,4,14,32,0,0,34
37935de7d2da6c61b6aac2ac43d8b89ddb8ba19c,9756,189,33,2,0,142,584,147,24,2,0,71,84,101,17,1,0,31,9080,180,35,4,0,132,10,182,30,1,0,39
f4eabddb7680d2bc7acae0268dedba88645917f2,32861,824,84,15,3,317,1430,544,19,1,0,125,40,476,0,2,0,65,26228,838,85,14,2,242,16,719,77,22,2,68
ff72696b55f2ad37aaacc1885d61bee36dd1b491,33858,908,90,10,1,310,16040,690,63,8,2,223,173,476,15,2,0,93,440,745,78,17,1,90,18,709,81,12,1,92
3cbddbe6445927fa0375c504d5041e95cd887cc8,32196,858,61,12,0,320,29,472,0,2,0,51,46,474,0,3,0,58,343,772,83,17,2,90,22,698,74,15,0,77
