sha,offline time,online time,instr all time,instr project time
83fa1c952215ae23799eb6b47f52e5fe2e2ae9d4,4460,216585,214704,2579
83da984ca26b59ee85d12a8a94cc26e464f1e8f7,3570,3571,1543,1542
f70cbf19abf0dca9de53d662800c8c5c17fad41a,4937,84289,82130,2778
1091a4c32c3d8a11bbc6d533ab23fce7c79d5cd5,3968
b3f243cd0a9b0fb53c217d2e3f195342c07af324,4421,68226,66131,2326
741c3d4b9d5aac016ea22e1274d2a3d8368bdec4,3948,67686,65043,1305
2ac9b9fdb9322f6e23dc55d923118525f05b941f,3622,61486,58902,1038
4804433fe4914a22adb0f77b01250c57a271fe0f,3676
771d8f83e5ac069b007b2682fb8d0904a6815ba1,4072
1388b8786d12d39862069fdf8d92f2c14935f86e,3817
a90a3e459bb357e99c01ead9455bc6f5d1a7bcb3,3935
