995b10ba3a5bf15ceacecf92c64a8fa782023e98,0,22052,0,2891,0,74160,0,71246,0,73281,0,69896,0,65090,0,124800,0,127688,0,153385,0,121918,0,127449,0,153486,0,154520,0,153245,0,123750,0,123562,0,123276,0,156067,0,155137,0,158473
78799a81c96d14ddc06e469d4e5fe00079e07120,0,3917,0,2963,0,68881,0,46526,0,9506,0,5792,0,5628,0,4938,0,4816,0,4893,0,4891,0,4828,0,4931,0,4728,0,4797,0,6618,0,6199,0,8339,0,6795,0,6236,0,8410
e0cb224042974806977d8efc566f4720607669b6,0,4065,0,2941,0,64226,0,44935,0,8359,0,5832,0,5804,0,4948,0,4828,0,4974,0,4978,0,4908,0,4901,0,5243,0,4954,0,6915,0,6424,0,8526,0,6890,0,6378,0,8293
37b5910ac6b6649a8430567089998ed57885f440,0,4427,0,2998,0,66227,0,78358,0,69398,0,8860,0,8984,0,6499,0,6549,0,6707,0,7184,0,6931,0,6615,0,6919,0,6878,0,8427,0,7928,0,10350,0,8597,0,7943,0,10120
bf63a0d1edcf895778621e91cf6885e3a0ded013,0,3927,0,3009,0,74478,0,47368,0,9021,0,6148,0,8931,0,4893,0,4925,0,4945,0,4896,0,4912,0,4985,0,4953,0,4887,0,6932,0,6598,0,8650,0,7015,0,6340,0,8317
1588187da57228e1bdee5f72f5cd36bc97f5b775,0,4046,0,3118,0,63633,0,52844,0,9128,0,6734,0,8500,0,5831,0,5829,0,5697,0,5876,0,5874,0,5756,0,5747,0,5770,0,7765,0,7269,0,9356,0,7676,0,7462,0,9313
25adcdae8bb17c6ac02f032350ab52e0b2cfb0d3,0,4563,0,3040,0,67164,0,88066,0,69559,0,7683,0,9209,0,22232,0,17738,0,10789,0,17620,0,18177,0,17711,0,17923,0,19263,0,9478,0,12753,0,9744,0,9217,0,10167,0,9424
ab030d3b556afae8113ba50b2a335ecf7a05ae19,0,3971,0,3238,0,65545,0,48121,0,9590,0,6810,0,9599,0,5564,0,5550,0,5512,0,5477,0,5437,0,5571,0,5481,0,5446,0,7496,0,7251,0,9053,0,7365,0,6903,0,9167
95a34cbf988908f4f4b0ad4ad383bbc94e12d9f5,0,4038,0,3127,0,67716,0,52337,0,9700,0,6493,0,9683,0,5972,0,6066,0,6049,0,5975,0,6049,0,6067,0,6209,0,6054,0,7959,0,7698,0,9471,0,8304,0,7455,0,9691
47c6da0c46021517ed19728249c986fa6c014542,0,4037,0,3130,0,69593,0,53376,0,9765,0,7073,0,9309,0,6133,0,6095,0,6240,0,6270,0,6009,0,6199,0,6350,0,6045,0,8136,0,7856,0,9715,0,7950,0,7940,0,9483
