e3514b997c79a0c023ce4de835d6b19c17695f80,0,9116,0,2080,0,67549,0,72475,0,74043,0,68390,0,70645,0,134504,0,129919,0,54703,0,129093,0,132898,0,56796,0,65065,0,55039,0,134511,0,131256,0,133646,0,63265,0,60959,0,60053
f00ded57b7aea7fbb0bef0aca7b889fb25f88974,0,3252,0,2108,0,61354,0,64260,0,8511,0,4119,0,10861,0,5553,0,5202,0,5111,0,5088,0,5069,0,5373,0,5126,0,5117,0,5531,0,5495,0,7316,0,5745,0,5434,0,7311
e703bbe63b6d84e8a5b04342392594bc67bda34d,0,3262,0,2128,0,63183,0,52022,0,8348,0,3523,0,10803,0,4334,0,4347,0,4251,0,4244,0,4217,0,4367,0,4250,0,4318,0,4774,0,4673,0,6496,0,5003,0,4709,0,6519
718c7e25cdb129d6405ca8e7358b535c80b15c1e,0,3284,0,2116,0,62295,0,55651,0,15119,0,10633,0,20184,0,9761,0,9595,0,9507,0,8744,0,9717,0,10134,0,8817,0,8783,0,9292,0,10183,0,11060,0,11307,0,9355,0,12333
cdfc73b038a82609c3e1545430364e31283ba028,0,3403,0,2106,0,61543,0,54272,0,14681,0,14022,0,22524,0,10498,0,10336,0,11199,0,12044,0,11449,0,13118,0,11076,0,11519,0,12095,0,10863,0,12600,0,11951,0,11002,0,12932
835c783e9270f8e2fcff98846ef7cae7051c1754,0,3305,0,2107,0,65122,0,53835,0,5354,0,3380,0,20795,0,3812,0,3867,0,3806,0,3859,0,3844,0,3844,0,3863,0,3965,0,4291,0,4170,0,6118,0,4265,0,4180,0,6110
1f5afe1466c5b5b1c68b7ff91d8947400a5c1b75,0,3284,0,2142,0,67011,0,52044,0,10497,0,4524,0,20799,0,5667,0,5287,0,5509,0,5336,0,5608,0,5452,0,5456,0,5318,0,6022,0,5913,0,7584,0,5816,0,5907,0,7623
e94b1c16d94082b86ac928a555a3f98a3ba60bab,0,3263,0,2103,0,65977,0,55602,0,10157,0,4861,0,19729,0,5731,0,6246,0,5818,0,5862,0,5984,0,6217,0,5746,0,5835,0,6336,0,6056,0,8084,0,6260,0,6228,0,8130
f0c9827ff637d1c8c078e4d7c1ebabb8927d49da,0,3301,0,2127,0,60170,0,52069,0,11311,0,6452,0,16959,0,7022,0,7157,0,8416,0,6071,0,6013,0,7589,0,5926,0,5948,0,6295,0,6354,0,8171,0,6276,0,6180,0,8239
abe517fe65a5f0839763120b5350e6ea0d0da1ea,0,5687,0,2406,0,66392,0,56099,0,10469,0,7609,0,17915,0,6656,0,6474,0,6342,0,5764,0,5803,0,7002,0,5569,0,5919,0,6216,0,6108,0,8335,0,6652,0,6260,0,8430
dab8351313c664117e248afff1f4fa11b26bfd5e,0,3486,0,2383,0,67079,0,53286,0,7819,0,4199,0,19328,0,4775,0,4681,0,4738,0,4795,0,4758,0,4534,0,4707,0,4772,0,5122,0,5131,0,7268,0,5180,0,5014,0,7317
d5e280bf6716fc6eeea37f294bfc6420edf5caa6,0,3653,0,2370,0,65189,0,55047,0,7458,0,3833,0,22723,0,4129,0,4168,0,4161,0,4173,0,4198,0,4181,0,4206,0,4121,0,4766,0,4570,0,6683,0,4772,0,4511,0,6727
941ff616e9a044f82e5ee5c4b6460ac8d36d6bb8,0,3511,0,2393,0,62679,0,57287,0,14150,0,10855,0,18086,0,9171,0,9355,0,9847,0,9084,0,9380,0,9032,0,11619,0,9879,0,10634,0,11407,0,11726,0,9548,0,9505,0,11774
2a4a9522fd4117cbe52aea7bd5d3de5b5e448bc2,0,3580,0,2402,0,67803,0,53584,0,15545,0,6728,0,21714,0,7265,0,6836,0,6813,0,6700,0,7371,0,7312,0,6691,0,6954,0,7319,0,7026,0,9405,0,7058,0,6981,0,9380
4760caa9533a78061a376124c1dad382dfae2451,0,3590,0,2427,0,71545,0,55472,0,9483,0,4203,0,18344,0,4685,0,4677,0,4625,0,4540,0,4528,0,4823,0,4690,0,4583,0,5131,0,5158,0,7174,0,5069,0,5206,0,7342
42c0f0fead1e3dd4fe9b4ef4590f25c7f98c0bc5,0,4444,0,2510,0,84030,0,101367,0,82529,0,39465,0,46254,0,32640,0,30085,0,13119,0,31039,0,33807,0,35031,0,35466,0,29902,0,26389,0,31514,0,24617,0,13341,0,13809,0,14466
1391d6c3f64afdabfb8b3f75cd8c39b5f8f2e53c,0,3719,0,2493,0,102551,0,70955,0,9710,0,6320,0,41073,0,6011,0,6270,0,6628,0,6625,0,6203,0,6103,0,6360,0,6543,0,6585,0,6557,0,8943,0,6622,0,6624,0,9127
976b65794d345cf5c18126c541d06435ef97bedf,0,3816,0,2503,0,97898,0,77269,0,12305,0,4422,0,46648,0,4911,0,4908,0,4930,0,4914,0,4945,0,4990,0,5008,0,4960,0,5436,0,5440,0,7553,0,5375,0,5442,0,7676
914ab283c014376635e70d86222d92ec0f8cf8fe,0,3762,0,2526,0,84303,0,67261,0,13785,0,7286,0,39053,0,7338,0,7255,0,7670,0,7352,0,7150,0,7126,0,7308,0,7567,0,7742,0,8214,0,9935,0,8411,0,8284,0,9990
1fa8a112de987db835bd15c906234dd72b9e406d,0,3680,0,2534,0,84826,0,65636,0,15784,0,4721,0,38826,0,5477,0,5391,0,5465,0,5382,0,5285,0,5519,0,5499,0,5312,0,5868,0,5937,0,8010,0,5804,0,5706,0,8227
899cf4f0afdcbcfa077f0fbe2a8856409b00f51c,0,3654,0,2540,0,83602,0,74517,0,7872,0,4442,0,43348,0,5121,0,5123,0,5136,0,5130,0,5079,0,5234,0,5035,0,5090,0,5556,0,5522,0,7769,0,5656,0,5584,0,7912
3789156a0ab07c4b2cdd91e8165ca733ecc01905,0,4541,0,2572,0,91185,0,4504,0,4297,0,23829,0,39322,0,36736,0,29854,0,13508,0,24066,0,22542,0,18406,0,11896,0,13085,0,18272,0,23103,0,19029,0,10785,0,11972,0,12467
